1212
1188
1161
1106
1103
1097
1078
1063
1052
1050
1042
1028
1021
1012
1009
1000
999
994
994
994
982
974
970
969
962
962
962
961
946
941
940
937
935
935
919
916
910
904
899
896
895
888
879
865
863
860
858
856
850
847
843
843
821
815
807
801
800
800
798
794
791
787
786
775
747
747
741
741
738
738
737
726
719
715
715
714
709
705
700
699
696
692
683
680
625
580
578
562
541
534
512
484
238
