1119
1101
1099
1057
1055
1043
1019
1005
1004
990
988
981
970
959
950
930
927
927
916
912
906
905
885
876
874
850
850
842
837
823
820
813
793
762
743
743
715
715
686
677
655
620
610
601
584
448
367
328
